,Life expectancy,Adult Mortality,Alcohol,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness 1-19 years,Schooling,Status_Encoded
951,62.3,294.0,8.85,67.0,1,33.5,3,68.0,3.41,67.0,7.0,8754.113376,16421.0,6.5,12.5,0
950,62.8,289.0,8.9,75.0,2,34.1,3,75.0,3.12,75.0,6.0,1716.2258,169711.0,6.4,12.5,0
949,63.5,276.0,8.3,82.0,2,34.6,3,9.0,3.13,82.0,4.9,9774.18117,1756817.0,6.3,12.5,0
948,64.6,255.0,8.86,79.0,122,35.2,3,77.0,3.98,79.0,3.7,9679.742995,1817271.0,6.2,12.5,0
947,65.5,237.0,0.01,9.0,33,35.8,3,68.0,3.44,9.0,2.8,9692.163874,1875713.0,6.1,12.6,0
946,66.0,229.0,0.01,9.0,27,36.3,3,79.0,3.44,9.0,2.7,7388.984144,193175.0,6.1,12.6,0
977,55.9,33.0,2.18,91.0,336,18.0,6,84.0,3.61,9.0,2.0,1228.829749,1396923.0,1.2,6.5,0
976,56.3,3.0,2.25,91.0,99,18.5,6,85.0,3.71,87.0,2.3,1228.829749,1396923.0,1.0,6.8,0
975,56.6,298.0,2.08,92.0,32,19.1,6,86.0,3.75,87.0,2.5,1228.829749,1396923.0,9.8,7.0,0
974,57.0,297.0,2.47,94.0,119,19.7,6,87.0,4.22,87.0,2.7,1228.829749,1396923.0,9.6,7.3,0
971,58.2,288.0,2.93,95.0,0,21.5,6,94.0,5.52,95.0,3.0,1228.829749,1396923.0,9.0,8.1,0
970,58.5,288.0,2.64,97.0,0,22.2,6,94.0,5.76,95.0,3.1,1228.829749,1396923.0,8.8,8.4,0
969,58.7,287.0,2.79,98.0,0,22.8,6,96.0,5.95,96.0,3.0,1228.829749,1396923.0,8.6,8.6,0
968,59.0,286.0,2.99,97.0,0,23.5,6,97.0,5.85,98.0,2.7,1228.829749,1396923.0,8.4,8.9,0
967,59.3,284.0,3.48,97.0,2,24.1,6,97.0,5.75,97.0,2.1,1228.829749,1396923.0,8.2,8.8,0
966,59.8,277.0,3.41,96.0,0,24.8,5,95.0,6.24,96.0,1.8,1228.829749,1396923.0,8.0,8.7,0
965,62.0,269.0,0.01,98.0,0,25.4,5,98.0,6.12,98.0,1.4,1228.829749,1396923.0,7.8,8.8,0
964,66.0,266.0,0.01,97.0,0,26.0,5,96.0,6.49,97.0,1.6,1228.829749,1396923.0,7.6,8.9,0
963,68.0,266.0,0.01,96.0,1,26.7,5,97.0,7.34,96.0,1.7,1228.829749,1396923.0,7.5,8.9,0
962,61.1,262.0,0.01,97.0,71,27.3,5,96.0,7.34,97.0,1.7,1228.829749,1396923.0,7.3,8.9,0
993,71.8,129.0,3.28,55.0,50,46.0,2,81.0,6.94,9.0,0.1,691.997711,44183.0,3.1,11.4,0
992,73.0,121.0,2.76,61.0,35,46.5,2,83.0,7.82,87.0,0.1,733.974142,43864.0,3.0,11.7,0
991,71.7,142.0,2.72,51.0,199,47.0,2,89.0,8.72,84.0,0.1,779.3845935,4357.0,2.9,11.8,0
990,72.7,132.0,3.36,48.0,216,47.5,2,74.0,8.49,75.0,0.1,928.18227,431.0,2.9,11.8,0
989,72.3,134.0,3.74,64.0,6847,48.1,1,66.0,8.53,78.0,0.1,127.367228,4245.0,2.8,12.0,0
988,73.9,128.0,4.7,79.0,1356,48.6,1,82.0,8.6,82.0,0.1,153.57521,419.0,2.8,12.2,0
987,73.9,126.0,6.18,84.0,334,49.2,1,89.0,8.39,88.0,0.1,1872.68416,4136.0,2.7,12.6,0
986,74.4,12.0,8.65,94.0,44,49.9,1,88.0,8.17,98.0,0.1,2492.12878,482.0,2.7,12.5,0
985,73.9,128.0,7.17,89.0,56,5.5,1,9.0,8.99,92.0,0.1,3174.9491,43.0,2.6,13.1,0
984,73.2,133.0,6.66,54.0,23,51.3,1,93.0,1.19,88.0,0.1,276.588512,3978.0,2.6,12.8,0
983,73.8,132.0,7.24,95.0,22,52.0,1,88.0,1.5,92.0,0.1,2964.47734,3926.0,2.6,13.3,0
982,73.9,127.0,8.14,89.0,64,52.8,1,88.0,9.38,94.0,0.1,3725.63221,3875.0,2.6,13.3,0
981,74.2,13.0,7.71,92.0,31,53.6,1,93.0,8.57,92.0,0.1,4142.869175,3825.0,2.6,13.4,0
980,74.5,128.0,5.91,96.0,7872,54.4,1,94.0,7.25,93.0,0.1,4274.376857,3776.0,2.7,13.5,0
979,74.5,125.0,6.13,91.0,3188,55.3,1,91.0,7.42,91.0,0.1,4429.6575,3727.0,2.7,13.5,0
978,74.4,129.0,6.13,94.0,431,56.2,1,91.0,7.42,94.0,0.1,3764.64912,37171.0,2.7,13.9,0
1009,78.0,95.0,12.91,84.0,0,55.1,4,94.0,1.1,9.0,0.1,23718.7467,8221158.0,1.2,16.2,1
1008,78.3,92.0,12.46,86.0,6024,55.6,4,96.0,1.15,93.0,0.1,23687.31689,82349925.0,1.2,16.2,1
1007,78.4,91.0,12.25,87.0,4657,56.1,4,97.0,1.4,93.0,0.1,2525.16445,82488495.0,1.2,16.3,1
1006,78.5,9.0,11.92,9.0,779,56.6,4,96.0,1.62,97.0,0.1,3359.95215,82534176.0,1.1,16.3,1
1005,79.1,86.0,11.83,88.0,121,57.1,3,96.0,1.37,96.0,0.1,34165.9343,8251626.0,1.1,16.4,1
1004,79.2,85.0,11.67,9.0,778,57.6,3,95.0,1.52,96.0,0.1,34696.6292,82469422.0,1.1,16.4,1
1003,79.6,84.0,11.76,87.0,2307,58.0,3,94.0,1.34,96.0,0.1,36447.87232,82376451.0,1.1,16.5,1
1002,79.8,82.0,11.5,86.0,567,58.5,3,95.0,1.18,96.0,0.1,41814.8191,82266372.0,1.1,16.6,1
1001,79.9,8.0,11.36,87.0,917,59.0,3,95.0,1.39,96.0,0.1,45699.19832,821197.0,1.1,16.6,1
1000,80.0,79.0,11.22,88.0,574,59.5,3,95.0,11.4,96.0,0.1,41732.7725,819237.0,1.1,16.7,1
999,81.0,76.0,11.2,88.0,780,59.9,3,94.0,11.25,95.0,0.1,41785.55691,8177693.0,1.1,16.7,1
998,85.0,74.0,11.2,88.0,1607,6.4,3,94.0,1.93,95.0,0.1,4681.32796,8274983.0,1.1,16.8,1
997,86.0,71.0,11.18,88.0,166,6.9,3,94.0,1.99,95.0,0.1,4465.24891,8425823.0,1.1,16.9,1
996,86.0,71.0,10.94,88.0,1771,61.4,3,94.0,11.16,95.0,0.1,4653.91143,864565.0,1.1,16.9,1
995,89.0,69.0,11.03,88.0,443,61.9,3,94.0,11.3,95.0,0.1,4792.65288,89825.0,1.1,17.0,1
994,81.0,68.0,11.03,88.0,2464,62.3,3,94.0,11.3,95.0,0.1,41176.88158,81686611.0,1.1,17.1,1
1025,57.2,38.0,1.6,91.0,10000,19.5,65,88.0,3.0,88.0,3.6,263.1124679,18938762.0,9.2,7.7,0
1022,57.9,38.0,1.53,9.0,1939,21.2,63,9.0,3.12,9.0,3.4,373.2815537,2446782.0,8.6,7.9,0
1021,58.3,34.0,1.46,9.0,60,21.8,62,81.0,3.96,9.0,3.2,423.1936389,2986536.0,8.4,7.7,0
1020,58.9,296.0,1.5,84.0,435,22.4,62,85.0,4.51,84.0,3.1,498.172394,215429.0,8.1,8.1,0
1019,59.4,288.0,1.7,84.0,420,23.0,62,84.0,4.64,84.0,2.9,922.9351677,22113425.0,7.9,8.7,0
1018,59.9,28.0,1.25,94.0,6,23.6,61,94.0,5.3,94.0,2.6,19.686718,227212.0,7.7,9.1,0
1017,63.0,275.0,1.78,93.0,82,24.2,61,92.0,4.85,93.0,2.2,1224.41554,2329864.0,7.5,9.8,0
1016,66.0,271.0,1.76,94.0,101,24.9,60,94.0,5.17,94.0,2.1,186.76538,2393831.0,7.3,10.4,0
1015,69.0,267.0,1.69,94.0,641,25.5,59,94.0,5.33,94.0,1.9,1312.67557,2451214.0,7.1,10.5,0
1014,61.2,263.0,1.64,91.0,120,26.1,58,91.0,4.81,91.0,1.3,1574.978653,25121796.0,6.9,10.9,0
1013,61.6,257.0,0.01,92.0,1613,26.7,56,91.0,4.79,92.0,0.9,1629.8222,2573349.0,6.7,11.2,0
1012,61.9,254.0,0.01,9.0,319,27.3,55,91.0,4.63,9.0,0.9,1814.492297,26346251.0,6.6,11.5,0
1011,62.1,253.0,0.01,98.0,124,28.0,54,93.0,3.56,98.0,0.8,1432.227943,26962563.0,6.4,11.7,0
1010,62.4,249.0,0.01,88.0,23,28.6,52,88.0,3.56,88.0,0.7,1361.11395,27582821.0,6.2,11.4,0
1041,78.2,84.0,8.48,89.0,56,57.4,1,89.0,7.6,89.0,0.1,1242.95373,18588.0,0.9,13.9,0
1040,78.7,83.0,8.62,9.0,12,58.0,1,9.0,8.47,91.0,0.1,12538.17883,1862132.0,0.9,14.2,0
1039,79.0,81.0,8.09,91.0,5,58.6,1,92.0,8.72,92.0,0.1,1411.31339,19222.0,0.8,14.6,0
1038,79.1,81.0,9.46,92.0,0,59.2,1,93.0,8.61,94.0,0.1,18477.57841,19287.0,0.8,15.2,0
1037,79.2,81.0,9.56,92.0,1,59.9,1,95.0,8.3,95.0,0.1,21955.149,1955141.0,0.8,15.3,0
1036,79.3,81.0,9.95,93.0,122,6.5,1,96.0,9.36,96.0,0.1,22551.73574,1987314.0,0.8,15.6,0
1035,79.7,77.0,9.42,94.0,0,61.2,1,98.0,9.34,98.0,0.1,2481.15781,112362.0,0.8,16.3,0
1034,79.4,8.0,9.67,95.0,2,61.8,0,99.0,9.41,99.0,0.1,28827.32636,1148473.0,0.8,16.4,0
1033,79.9,77.0,9.51,95.0,1,62.4,0,99.0,9.76,99.0,0.1,31997.2821,1177841.0,0.8,15.9,0
1032,80.0,78.0,9.08,95.0,2,63.1,0,99.0,9.76,99.0,0.1,2971.973,111717.0,0.8,16.2,0
1031,83.0,76.0,9.0,95.0,149,63.7,0,99.0,9.18,99.0,0.1,26917.75898,11121341.0,0.8,16.4,0
1030,85.0,76.0,8.02,95.0,40,64.3,0,99.0,9.77,99.0,0.1,25916.29353,1114899.0,0.8,16.7,0
1029,84.0,76.0,8.2,98.0,3,64.9,0,99.0,9.24,99.0,0.1,22242.68193,114511.0,0.8,16.8,0
1028,86.0,74.0,7.46,98.0,3,65.4,0,99.0,9.26,99.0,0.1,21874.8195,1965211.0,0.8,17.1,0
1027,88.0,73.0,7.53,96.0,1,66.0,0,99.0,8.8,99.0,0.1,21673.7817,1892413.0,0.8,17.2,0
1026,81.0,72.0,7.53,96.0,1,66.5,0,99.0,8.8,99.0,0.1,187.78991,182883.0,0.8,17.2,0
1057,74.0,182.0,9.4,91.0,0,37.7,0,97.0,6.62,97.0,0.1,5117.589923,1396923.0,4.3,14.1,0
1056,77.0,178.0,9.61,96.0,0,38.2,0,96.0,7.67,96.0,0.1,519.958715,1396923.0,4.2,14.3,0
1055,79.0,176.0,10.71,98.0,0,38.8,0,98.0,6.67,98.0,0.1,5292.232379,1396923.0,4.1,14.4,0
1054,71.1,173.0,9.75,97.0,0,39.4,0,98.0,5.89,97.0,0.1,5773.73577,1396923.0,4.0,14.6,0
1053,73.0,187.0,8.43,83.0,0,39.9,0,84.0,5.24,83.0,0.1,5836.17763,1396923.0,4.0,14.8,0
1051,71.7,167.0,9.06,91.0,0,41.1,0,91.0,5.99,91.0,0.1,6764.722867,1396923.0,3.9,15.1,0
1050,71.9,164.0,9.06,96.0,0,41.8,0,96.0,5.88,96.0,0.1,7322.596862,1396923.0,3.9,15.3,0
1049,72.1,162.0,8.92,99.0,0,42.4,0,99.0,5.76,99.0,0.1,7946.944346,1396923.0,3.8,15.4,0
1048,72.4,158.0,8.42,99.0,0,43.1,0,99.0,6.24,99.0,0.1,7395.88125,1396923.0,3.8,15.6,0
1047,72.6,154.0,7.91,97.0,0,43.9,0,94.0,6.41,97.0,0.1,7365.666659,1396923.0,3.8,15.8,0
1046,72.9,15.0,7.84,94.0,0,44.7,0,95.0,6.35,95.0,0.1,741.48438,1396923.0,3.8,15.8,0
1045,73.1,146.0,8.07,97.0,0,45.6,0,98.0,6.36,97.0,0.1,7583.1872,1396923.0,3.8,15.8,0
1044,73.3,144.0,8.25,97.0,0,46.5,0,98.0,6.15,97.0,0.1,7955.615985,1396923.0,3.8,15.8,0
1043,73.5,143.0,8.42,97.0,0,47.4,0,81.0,6.1,97.0,0.1,8569.776998,1396923.0,3.8,15.8,0
1042,73.6,142.0,8.42,92.0,0,48.4,0,99.0,6.1,92.0,0.1,9212.192824,1396923.0,3.8,15.8,0
1072,68.4,211.0,2.53,91.0,0,41.1,20,78.0,6.76,77.0,0.3,1568.376276,11924946.0,1.5,8.5,0
1071,69.3,21.0,2.41,91.0,0,41.7,20,82.0,6.71,82.0,0.3,171.771491,1228848.0,1.5,8.8,0
1070,69.4,24.0,2.45,91.0,0,42.4,19,84.0,6.88,84.0,0.4,1753.349471,125478.0,1.4,9.0,0
1069,69.6,21.0,2.4,91.0,0,43.1,18,88.0,6.77,87.0,0.4,1872.73783,12796925.0,1.4,9.3,0
1068,69.2,28.0,2.35,87.0,0,43.8,18,87.0,6.79,87.0,0.4,277.83438,139628.0,1.4,9.6,0
1067,69.7,24.0,2.38,89.0,0,44.5,17,9.0,7.7,89.0,0.4,2256.56724,133978.0,1.4,9.8,0
1066,75.0,192.0,2.4,85.0,0,45.2,16,85.0,6.86,85.0,0.4,2489.955836,137286.0,1.3,10.1,0
1065,79.0,19.0,2.21,95.0,0,45.9,15,96.0,6.65,95.0,0.4,2794.22189,146366.0,1.3,10.4,0
1064,76.0,198.0,2.14,92.0,0,46.5,15,92.0,6.79,92.0,0.4,2635.753474,1431628.0,1.3,10.4,0
1063,77.0,196.0,2.14,94.0,0,47.2,14,94.0,6.64,94.0,0.4,2825.5247,1463417.0,1.3,10.5,0
1062,71.1,193.0,2.16,88.0,0,47.9,14,88.0,6.28,88.0,0.4,3187.845296,14948919.0,1.2,10.5,0
1061,71.3,189.0,2.02,96.0,0,48.6,13,94.0,6.33,96.0,0.4,3299.65139,1527156.0,1.2,10.6,0
1060,71.4,189.0,1.93,85.0,0,49.3,13,84.0,6.3,85.0,0.4,3452.828934,15596214.0,1.2,10.7,0
1059,71.7,187.0,1.88,73.0,0,49.9,13,65.0,6.2,73.0,0.4,3687.763767,15923559.0,1.2,10.7,0
1058,71.9,186.0,1.88,74.0,0,5.6,12,9.0,6.2,74.0,0.4,3923.573344,16252429.0,1.2,10.7,0
1089,52.5,328.0,0.17,91.0,10000,16.6,60,47.0,3.46,46.0,3.0,34.516918,888546.0,1.3,4.8,0
1088,52.5,336.0,0.17,91.0,7408,16.9,58,52.0,3.65,9.0,3.0,315.83983,8971139.0,1.1,5.1,0
1087,52.9,337.0,0.21,91.0,2151,17.3,56,56.0,3.76,53.0,3.0,322.811171,9137345.0,9.9,5.5,0
1086,53.3,338.0,0.18,91.0,2497,17.7,55,61.0,3.45,57.0,2.9,37.1931781,939848.0,9.7,5.9,0
1085,54.0,334.0,0.34,91.0,10,18.1,53,65.0,3.14,9.0,2.8,386.3288283,949229.0,9.5,5.1,0
1084,54.7,327.0,0.21,91.0,99,18.5,51,59.0,2.82,59.0,2.7,33.424498,9679745.0,9.3,6.6,0
1083,55.6,317.0,0.16,91.0,4,19.0,49,53.0,3.2,57.0,2.6,296.68382,9881428.0,9.1,7.1,0
1082,56.4,36.0,0.19,57.0,3,19.4,48,46.0,3.8,63.0,2.4,49.456775,196727.0,8.9,7.6,0
1081,56.8,33.0,0.21,57.0,89,19.8,47,59.0,3.21,9.0,2.3,437.4467238,1323142.0,8.6,7.9,0
1078,58.1,29.0,0.22,63.0,11,21.2,43,63.0,4.73,63.0,2.0,459.2912,113517.0,8.0,8.4,0
1077,58.4,288.0,0.01,62.0,6,21.7,42,63.0,5.39,62.0,1.9,52.3485646,11281469.0,7.8,8.5,0
1076,58.8,284.0,0.01,63.0,53,22.2,41,63.0,5.49,63.0,1.0,54.169324,11536615.0,7.7,8.5,0
1075,58.1,299.0,0.01,51.0,175,22.7,41,42.0,5.64,51.0,0.5,561.997387,118559.0,7.5,8.6,0
1074,59.0,284.0,0.01,54.0,243,23.3,40,42.0,5.64,54.0,0.5,554.48766,1291533.0,7.3,8.8,0
1105,52.1,3.0,2.84,91.0,0,17.4,9,52.0,4.94,49.0,3.1,297.7519443,1243229.0,1.2,6.4,0
1104,52.5,32.0,2.55,91.0,126,17.9,9,56.0,5.4,53.0,3.6,39.486749,1267512.0,1.0,6.7,0
1103,52.8,35.0,2.47,91.0,298,18.5,8,61.0,5.84,57.0,4.1,321.481324,1293523.0,9.8,7.1,0
1102,53.0,38.0,2.16,91.0,1158,19.0,8,65.0,5.62,9.0,4.6,36.5718585,132122.0,9.6,7.4,0
1101,53.5,38.0,2.58,91.0,3526,19.6,8,69.0,5.41,64.0,5.0,393.3138244,135345.0,9.4,7.7,0
1098,55.0,32.0,2.98,91.0,1,21.3,7,76.0,6.1,74.0,5.7,481.694976,1445958.0,8.7,8.8,0
1097,55.6,297.0,2.64,91.0,12,21.9,7,77.0,6.5,77.0,6.0,583.5445622,148841.0,8.5,8.8,0
1096,56.3,288.0,2.55,9.0,0,22.5,7,78.0,6.81,9.0,6.0,544.222779,1517448.0,8.3,8.9,0
1095,56.7,287.0,3.21,83.0,26,23.1,7,82.0,6.7,83.0,5.9,543.957418,155588.0,8.0,8.9,0
1094,57.1,289.0,3.57,86.0,0,23.7,7,85.0,5.46,86.0,5.7,692.69989,1596154.0,7.8,9.0,0
1093,57.6,285.0,0.01,87.0,0,24.3,6,87.0,5.96,87.0,5.3,67.7518833,1638139.0,7.7,9.1,0
1092,58.1,279.0,0.01,87.0,0,25.0,6,87.0,6.14,87.0,4.5,61.566347,1681495.0,7.5,9.1,0
1091,58.4,282.0,0.01,87.0,1,25.6,6,87.0,5.59,87.0,3.4,642.6256154,1725744.0,7.3,9.2,0
1090,58.9,275.0,0.01,87.0,153,26.3,6,87.0,5.59,87.0,3.2,596.8717189,177526.0,7.1,9.2,0
1121,65.4,246.0,6.63,91.0,0,35.7,1,79.0,5.85,88.0,1.1,946.599372,75331.0,5.9,10.9,0
1120,65.4,247.0,6.71,85.0,0,36.4,1,9.0,5.82,85.0,1.7,925.582546,752263.0,5.9,10.9,0
1119,65.3,244.0,7.73,91.0,0,37.1,1,93.0,5.84,91.0,2.3,96.8674827,751884.0,5.9,11.0,0
1118,65.3,237.0,7.93,9.0,0,37.8,1,91.0,5.97,9.0,2.1,986.7958173,751857.0,5.8,11.1,0
1117,65.1,237.0,7.84,91.0,0,38.4,1,91.0,5.73,91.0,1.9,145.58861,751652.0,5.8,11.2,0
1116,65.0,238.0,7.35,93.0,0,39.0,1,93.0,5.83,93.0,1.8,198.455216,75946.0,5.7,11.4,0
1115,65.2,24.0,7.04,93.0,0,39.6,1,92.0,4.67,93.0,1.1,1945.6395,74961.0,5.7,11.7,0
1112,66.1,218.0,7.49,98.0,0,41.6,1,97.0,7.32,98.0,0.3,2716.35256,745693.0,5.6,10.5,0
1111,65.9,221.0,7.52,95.0,0,42.4,1,95.0,6.6,95.0,0.4,326.281212,746556.0,5.6,10.2,0
1110,65.6,229.0,7.56,93.0,0,43.2,1,93.0,6.8,93.0,0.4,3439.597513,7491.0,5.6,10.3,0
1109,65.8,22.0,7.57,97.0,0,44.1,1,97.0,6.57,97.0,0.3,3785.935665,75391.0,5.6,10.6,0
1108,65.9,218.0,7.56,98.0,0,45.0,1,98.0,5.1,98.0,0.3,3944.178173,75881.0,5.5,10.3,0
1107,66.0,217.0,7.64,98.0,0,45.9,1,97.0,5.25,98.0,0.3,43.82321,763393.0,5.5,10.3,0
1106,66.2,215.0,7.64,95.0,0,46.7,1,92.0,5.25,95.0,0.3,4136.689919,768514.0,5.5,10.3,0
1137,58.6,35.0,4.79,91.0,992,34.0,28,9.0,6.6,41.0,5.1,462.486524,85492.0,4.8,7.8,0
1136,58.9,35.0,6.22,91.0,159,34.8,27,52.0,5.63,45.0,5.0,413.7383164,8692567.0,4.7,7.9,0
1135,59.3,33.0,6.1,91.0,0,35.6,26,54.0,5.47,48.0,4.8,393.16327,8834733.0,4.6,8.0,0
1134,59.7,3.0,6.64,91.0,0,36.5,25,56.0,5.32,53.0,4.6,329.782946,8976552.0,4.5,8.1,0
1133,58.7,32.0,6.1,91.0,0,37.5,24,58.0,5.61,55.0,4.3,387.9429725,9119178.0,4.5,8.1,0
1132,65.0,29.0,5.57,91.0,0,38.5,24,9.0,4.41,9.0,3.9,465.311876,926344.0,4.4,8.2,0
1131,61.1,28.0,6.18,91.0,0,39.6,23,61.0,5.7,9.0,3.3,55.47626,949457.0,4.3,8.3,0
1129,62.1,259.0,5.95,91.0,0,41.8,22,64.0,5.92,63.0,2.4,674.7564147,97529.0,4.2,8.4,0
1128,62.5,251.0,5.85,91.0,0,43.0,21,65.0,6.68,65.0,2.0,668.297646,985287.0,4.1,8.5,0
1127,36.3,399.0,5.76,91.0,0,44.2,58,66.0,8.9,66.0,1.9,662.2795182,9999617.0,4.0,8.6,0
1126,62.3,259.0,5.68,91.0,0,45.3,20,67.0,1.41,68.0,1.5,74.9358452,114554.0,4.0,8.7,0
1125,62.3,259.0,5.68,91.0,0,46.5,20,67.0,9.88,67.0,0.8,766.8437623,128921.0,3.9,8.9,0
1124,62.7,253.0,5.68,68.0,0,47.7,19,67.0,8.1,68.0,0.5,81.265673,1431776.0,3.9,9.1,0
1123,63.1,245.0,0.01,48.0,0,48.8,19,55.0,7.56,48.0,0.5,83.1148117,1572466.0,3.9,9.1,0
1122,63.5,24.0,0.01,9.0,0,49.9,18,56.0,7.56,9.0,0.5,814.5463952,171161.0,3.9,9.1,0
1153,71.0,174.0,2.61,93.0,0,38.8,8,88.0,6.63,94.0,1.7,188.783165,6524283.0,2.8,9.8,0
1152,71.3,171.0,2.74,95.0,0,39.6,8,99.0,6.88,96.0,1.6,113.4546,669361.0,2.7,9.9,0
1150,71.9,166.0,3.04,91.0,0,41.2,7,92.0,8.29,92.0,1.4,1157.3427,733821.0,2.6,10.3,0
1149,72.2,165.0,3.02,93.0,0,42.0,7,94.0,7.89,94.0,1.2,1217.657961,724153.0,2.6,10.4,0
1148,72.5,163.0,3.23,97.0,0,42.8,6,98.0,7.81,98.0,0.9,1311.741714,737343.0,2.5,10.6,0
1147,72.8,161.0,3.23,94.0,0,43.5,6,94.0,7.63,95.0,0.8,1437.628785,754146.0,2.4,10.8,0
1146,73.0,16.0,3.16,93.0,0,44.3,6,94.0,7.89,94.0,0.7,1592.572182,777972.0,2.4,10.9,0
1145,73.2,159.0,3.14,92.0,0,45.1,5,93.0,8.4,93.0,0.6,1751.595857,7872658.0,2.3,11.1,0
1144,73.4,157.0,3.08,97.0,0,45.9,5,97.0,8.84,97.0,0.5,1815.489496,83521.0,2.3,11.3,0
1143,73.6,156.0,3.1,97.0,0,46.8,5,97.0,8.45,97.0,0.4,1932.85829,8194778.0,2.3,11.5,0
1142,73.9,153.0,3.1,97.0,0,47.6,5,97.0,8.57,97.0,0.4,212.584798,83516.0,2.2,11.7,0
1141,74.1,151.0,3.11,97.0,0,48.4,4,97.0,9.78,97.0,0.4,2178.38325,855646.0,2.2,11.6,0
1140,74.3,15.0,3.11,97.0,0,49.3,4,97.0,9.15,97.0,0.4,2136.77395,8657785.0,2.2,11.6,0
1139,74.5,149.0,2.87,97.0,0,5.2,4,97.0,8.72,97.0,0.3,2242.711912,889216.0,2.1,11.4,0
1138,74.6,147.0,2.87,97.0,0,51.0,4,97.0,8.72,97.0,0.3,2326.15856,896829.0,2.1,11.2,0
1169,71.7,193.0,12.22,95.0,1,56.1,1,99.0,7.6,99.0,0.1,4623.46712,121971.0,2.3,13.9,1
1168,72.3,185.0,13.18,95.0,20,56.6,1,99.0,7.11,99.0,0.1,527.85364,1187576.0,2.2,14.2,1
1167,72.5,184.0,13.29,95.0,0,57.1,1,98.0,7.47,99.0,0.1,665.6443,115868.0,2.2,14.6,1
1166,72.5,184.0,13.24,95.0,0,57.6,1,99.0,8.42,99.0,0.1,8396.25323,1129552.0,2.1,14.9,1
1165,72.9,18.0,13.28,95.0,0,58.2,1,99.0,8.8,99.0,0.1,1259.5266,117146.0,2.1,15.3,1
1164,72.9,182.0,12.94,95.0,2,58.8,1,99.0,8.28,99.0,0.1,11161.72441,18765.0,2.0,15.0,1
1163,73.4,177.0,13.16,95.0,1,59.3,1,99.0,8.1,99.0,0.1,11398.76584,17137.0,2.0,15.2,1
1162,73.5,176.0,12.55,95.0,0,59.9,1,99.0,7.51,99.0,0.1,13842.6549,15578.0,1.9,15.3,1
1161,74.1,165.0,11.64,95.0,0,6.5,1,99.0,7.33,99.0,0.1,15669.25929,138188.0,1.9,15.3,1
1160,74.2,162.0,11.46,95.0,1,61.1,1,99.0,7.55,99.0,0.1,12967.16543,12265.0,1.8,15.3,1
1159,74.5,156.0,10.78,95.0,0,61.7,1,99.0,7.85,99.0,0.1,1325.53379,123.0,1.8,15.3,1
1158,74.8,15.0,11.51,95.0,5,62.4,1,99.0,7.84,99.0,0.1,1448.87958,9971727.0,1.7,15.4,1
1157,75.0,146.0,11.27,95.0,2,63.0,1,99.0,7.74,99.0,0.1,12834.32349,992362.0,1.7,15.4,1
1156,75.5,139.0,10.88,95.0,1,63.6,1,99.0,7.53,99.0,0.1,13613.6147,989382.0,1.7,15.4,1
1155,75.6,137.0,0.01,95.0,0,64.2,0,99.0,7.4,99.0,0.1,14117.97668,9866468.0,1.7,15.8,1
1154,75.8,134.0,0.01,95.0,0,64.8,0,99.0,7.4,99.0,0.1,12365.6263,984328.0,1.6,15.6,1
1185,79.7,74.0,6.17,95.0,0,54.2,0,98.0,9.28,98.0,0.1,31813.37344,28125.0,1.0,16.8,1
1184,80.0,72.0,6.37,95.0,0,54.8,0,92.0,9.12,92.0,0.1,28585.9254,284968.0,1.0,17.1,1
1183,84.0,7.0,6.61,95.0,0,55.4,0,95.0,9.86,95.0,0.1,31996.2172,287523.0,1.0,17.2,1
1182,87.0,65.0,6.61,95.0,0,55.9,0,97.0,1.7,97.0,0.1,3944.999,289521.0,1.0,17.6,1
1181,88.0,65.0,6.79,95.0,0,56.5,0,99.0,9.59,99.0,0.1,46917.27216,29274.0,1.0,18.3,1
1180,81.0,62.0,7.05,95.0,0,56.9,0,95.0,9.21,95.0,0.1,56249.7555,296734.0,0.9,17.9,1
1179,81.1,61.0,7.2,95.0,0,57.4,0,97.0,8.96,97.0,0.1,5613.54115,33782.0,0.9,18.1,1
1178,81.3,59.0,7.53,95.0,0,57.8,0,97.0,8.75,97.0,0.1,68348.31817,311566.0,0.9,18.2,1
1177,81.4,58.0,8.49,95.0,0,58.1,0,98.0,8.8,98.0,0.1,55575.29196,317414.0,0.9,18.2,1
1176,81.6,55.0,10.22,95.0,0,58.5,0,96.0,9.12,96.0,0.1,4461.89251,318499.0,0.9,18.4,1
1175,81.8,53.0,8.25,95.0,0,58.9,0,96.0,8.86,96.0,0.1,41676.44527,31841.0,0.9,18.4,1
1174,82.1,51.0,8.13,95.0,0,59.3,0,95.0,8.65,95.0,0.1,46.217,31914.0,0.9,18.6,1
1173,82.5,5.0,7.81,95.0,0,59.7,0,89.0,8.68,89.0,0.1,44333.8518,32716.0,1.0,18.7,1
1172,82.4,5.0,7.31,95.0,0,6.2,0,91.0,8.75,91.0,0.1,4781.3888,323764.0,1.0,19.0,1
1171,82.5,49.0,7.45,95.0,0,6.6,0,9.0,8.86,9.0,0.1,52473.11356,327386.0,1.0,19.0,1
1170,82.7,49.0,7.45,95.0,0,61.0,0,92.0,8.86,92.0,0.1,5734.4436,33815.0,1.0,19.0,1
